Id,NettingSet,DateIndex,Date,Sample,Depth,Value
CPTY_A,,6,2017-08-07,33,0,-4092247.0746
CPTY_A,,6,2017-08-07,34,0,-9243478.8054
CPTY_A,,6,2017-08-07,35,0,24576451.1681
CPTY_A,,6,2017-08-07,36,0,-4874965.9401
CPTY_A,,6,2017-08-07,37,0,-1507539.7183
CPTY_A,,6,2017-08-07,38,0,15448318.5763
CPTY_A,,6,2017-08-07,39,0,-3586784.4749
CPTY_A,,6,2017-08-07,40,0,22160644.0675
CPTY_A,,6,2017-08-07,41,0,-3094180.6464
CPTY_A,,6,2017-08-07,42,0,-2727617.9622
CPTY_A,,6,2017-08-07,43,0,9112943.6413
CPTY_A,,6,2017-08-07,44,0,-5871326.4665
CPTY_A,,6,2017-08-07,45,0,4704499.9052
CPTY_A,,6,2017-08-07,46,0,6720044.6409
CPTY_A,,6,2017-08-07,47,0,20600385.0299
CPTY_A,,6,2017-08-07,48,0,323516.5524
CPTY_A,,6,2017-08-07,49,0,157113.0777
CPTY_A,,6,2017-08-07,50,0,-4509498.3030
CPTY_A,,6,2017-08-07,51,0,5796590.8769
CPTY_A,,6,2017-08-07,52,0,14780206.7320
CPTY_A,,6,2017-08-07,53,0,28531470.6851
CPTY_A,,6,2017-08-07,54,0,13555214.6312
CPTY_A,,6,2017-08-07,55,0,-2740556.9964
CPTY_A,,6,2017-08-07,56,0,31889825.2011
CPTY_A,,6,2017-08-07,57,0,-4667519.9128
CPTY_A,,6,2017-08-07,58,0,4675914.0730
CPTY_A,,6,2017-08-07,59,0,15971242.8647
CPTY_A,,6,2017-08-07,60,0,-8415712.4722
CPTY_A,,6,2017-08-07,61,0,19301962.2629
CPTY_A,,6,2017-08-07,62,0,8517096.1594
CPTY_A,,6,2017-08-07,63,0,-3315939.6759
CPTY_A,,6,2017-08-07,64,0,2705229.8670
CPTY_A,,6,2017-08-07,65,0,-6717988.6019
CPTY_A,,6,2017-08-07,66,0,6441247.2620
CPTY_A,,6,2017-08-07,67,0,5783260.3319
CPTY_A,,6,2017-08-07,68,0,9861413.3243
CPTY_A,,6,2017-08-07,69,0,14324892.7118
CPTY_A,,6,2017-08-07,70,0,-4861331.2118
CPTY_A,,6,2017-08-07,71,0,6157868.6048
CPTY_A,,6,2017-08-07,72,0,-192845.9260
